accuracy,loss,val_accuracy,val_loss,learning_rate
0.6863450407981873,0.8234251141548157,0.24871914088726044,1.9788715839385986,0.0010000000474974513
0.7659574747085571,0.6191251873970032,0.6245924830436707,0.904143750667572,0.0010000000474974513
0.7995205521583557,0.5490061044692993,0.43036794662475586,2.147719144821167,0.0010000000474974513
0.8193986415863037,0.49978768825531006,0.6753609776496887,1.1253782510757446,0.0010000000474974513
0.8304864764213562,0.4679388403892517,0.5975779891014099,1.2803150415420532,0.0010000000474974513
0.8428728580474854,0.43276605010032654,0.570563554763794,1.408551812171936,0.0010000000474974513
0.8557586669921875,0.3975927531719208,0.7470889687538147,0.6828457713127136,0.0005000000237487257
0.8621516227722168,0.37930282950401306,0.6707032918930054,0.9534615874290466,0.0005000000237487257
0.8662471175193787,0.3714534044265747,0.6394969820976257,0.9901456832885742,0.0005000000237487257
0.8760363459587097,0.3553067743778229,0.6259897351264954,2.040276288986206,0.0005000000237487257
0.8787333965301514,0.33649227023124695,0.7112249732017517,1.0834099054336548,0.0005000000237487257
0.8864249587059021,0.32537227869033813,0.8099673986434937,0.5282623767852783,0.0002500000118743628
0.8894216418266296,0.3150986433029175,0.7210060358047485,0.788074254989624,0.0002500000118743628
0.8888223171234131,0.31779739260673523,0.6665114164352417,0.9944083094596863,0.0002500000118743628
0.8883228302001953,0.31330442428588867,0.7810899019241333,0.6509212851524353,0.0002500000118743628
0.8928179144859314,0.30342888832092285,0.7503493428230286,0.7150207161903381,0.0002500000118743628
0.8963140249252319,0.29120564460754395,0.7773637771606445,0.6116296648979187,0.0001250000059371814
0.8968135118484497,0.29087013006210327,0.7000465989112854,0.8288847208023071,0.0001250000059371814
0.8973129391670227,0.2868669927120209,0.7298555970191956,0.7552239894866943,0.0001250000059371814
0.9006093144416809,0.28148847818374634,0.85048907995224,0.4112708270549774,0.0001250000059371814
0.8975127339363098,0.284010648727417,0.8448998332023621,0.3905008137226105,0.0001250000059371814
0.9033063650131226,0.27640578150749207,0.7936655879020691,0.5821158289909363,0.0001250000059371814
0.9015083312988281,0.27785542607307434,0.8141592741012573,0.5266528725624084,0.0001250000059371814
0.9072020649909973,0.2687525153160095,0.8318583965301514,0.4725215435028076,0.0001250000059371814
0.9046049118041992,0.2737961411476135,0.7959944009780884,0.5700949430465698,0.0001250000059371814
0.9070022702217102,0.2642306089401245,0.8444340825080872,0.4335907995700836,6.25000029685907e-05
0.9071021676063538,0.261316180229187,0.7922682762145996,0.5849519968032837,6.25000029685907e-05
0.9095994234085083,0.2550492584705353,0.8821611404418945,0.33291196823120117,6.25000029685907e-05
0.9097992181777954,0.25426626205444336,0.7750349044799805,0.6122522950172424,6.25000029685907e-05
0.9107981324195862,0.2565622925758362,0.7959944009780884,0.5774093866348267,6.25000029685907e-05
0.9084007740020752,0.25703009963035583,0.8244061470031738,0.4800451695919037,6.25000029685907e-05
0.9095994234085083,0.2601236402988434,0.7591989040374756,0.6902322173118591,6.25000029685907e-05
0.9073019623756409,0.25236886739730835,0.838844895362854,0.429377019405365,3.125000148429535e-05
0.9124962687492371,0.24980735778808594,0.8085700869560242,0.5688526034355164,3.125000148429535e-05
0.9111976623535156,0.2502366304397583,0.8444340825080872,0.4163394272327423,3.125000148429535e-05
0.9135950207710266,0.24892349541187286,0.8523521423339844,0.3897021412849426,3.125000148429535e-05
