accuracy,loss,val_accuracy,val_loss,learning_rate
0.5600639581680298,1.0420459508895874,0.27906978130340576,1.6035592555999756,0.0010000000474974513
0.6568059325218201,0.8456336259841919,0.27906978130340576,2.0231456756591797,0.0010000000474974513
0.6959823966026306,0.744186282157898,0.27906978130340576,1.6281821727752686,0.0010000000474974513
0.7467519640922546,0.6526238918304443,0.5655813813209534,1.0519124269485474,0.0010000000474974513
0.7683389782905579,0.6036196947097778,0.44465115666389465,1.8992974758148193,0.0010000000474974513
0.7791325449943542,0.5763090252876282,0.302325576543808,2.2826762199401855,0.0010000000474974513
0.7959224581718445,0.5281640887260437,0.6846511363983154,1.706295371055603,0.0010000000474974513
0.805916428565979,0.5038661360740662,0.42511627078056335,2.3738486766815186,0.0010000000474974513
0.8334999084472656,0.45829084515571594,0.4567441940307617,1.713356852531433,0.0005000000237487257
0.8358984589576721,0.44286373257637024,0.7413953542709351,0.7253183126449585,0.0005000000237487257
0.8404957056045532,0.42148691415786743,0.5851162672042847,2.2121331691741943,0.0005000000237487257
0.8478912711143494,0.4180014431476593,0.7860465049743652,0.5680789947509766,0.0005000000237487257
0.8606835603713989,0.39493370056152344,0.7451162934303284,0.803663432598114,0.0005000000237487257
0.8572856187820435,0.3974389433860779,0.39906975626945496,5.139779090881348,0.0005000000237487257
0.8676794171333313,0.36747774481773376,0.8148837089538574,0.4285901188850403,0.0005000000237487257
0.8630821704864502,0.37458330392837524,0.8120930194854736,0.489106148481369,0.0005000000237487257
0.8640815615653992,0.37295448780059814,0.8176743984222412,0.5624609589576721,0.0005000000237487257
0.8704777359962463,0.3626300096511841,0.6465116143226624,1.8943474292755127,0.0005000000237487257
0.8708774447441101,0.3616473376750946,0.57302325963974,1.601637840270996,0.0005000000237487257
0.882070779800415,0.3392554521560669,0.71906977891922,1.7249332666397095,0.0002500000118743628
0.8900659680366516,0.3234077990055084,0.7786046266555786,0.5960809588432312,0.0002500000118743628
0.8852688670158386,0.32668668031692505,0.871627926826477,0.38788121938705444,0.0002500000118743628
0.8920647501945496,0.3061918318271637,0.6455814242362976,1.125726580619812,0.0002500000118743628
0.89266437292099,0.30748555064201355,0.8437209129333496,0.4009913206100464,0.0002500000118743628
0.8976613879203796,0.3005512058734894,0.8455814123153687,0.410546213388443,0.0002500000118743628
0.8910653591156006,0.31915485858917236,0.8632557988166809,0.4042125940322876,0.0002500000118743628
0.8972616195678711,0.29221221804618835,0.8009302616119385,0.6003477573394775,0.0001250000059371814
0.8956626057624817,0.28916653990745544,0.8297674655914307,0.49928194284439087,0.0001250000059371814
0.9022586345672607,0.28409460186958313,0.8083720803260803,0.5226775407791138,0.0001250000059371814
0.9008594751358032,0.2827797830104828,0.7274418473243713,1.2029197216033936,0.0001250000059371814
