classe,imagem,mse,psnr,brisque
meningioma,me-0513.jpg,5768.479,10.5202,44.9704
meningioma,me-0514.jpg,6464.2194,10.0256,22.1406
meningioma,me-0515.jpg,5650.5529,10.6099,40.763
meningioma,me-0516.jpg,2422.9261,14.2874,18.4655
meningioma,me-0517.jpg,7908.413,9.1499,23.9553
meningioma,me-0518.jpg,7559.4362,9.3459,49.8997
meningioma,me-0519.jpg,6915.4977,9.7326,50.5271
meningioma,me-0520.jpg,3985.5571,12.1259,30.9282
meningioma,me-0521.jpg,5527.4675,10.7055,35.5417
meningioma,me-0522.jpg,4971.7615,11.1657,41.2567
meningioma,me-0523.jpg,7319.5167,9.486,41.0834
meningioma,me-0524.jpg,7938.1422,9.1336,29.5062
meningioma,me-0525.jpg,5575.8984,10.6677,32.2897
meningioma,me-0526.jpg,9362.6407,8.4168,28.3607
meningioma,me-0527.jpg,6257.6579,10.1667,49.8987
meningioma,me-0528.jpg,6505.2703,9.9982,30.9613
meningioma,me-0529.jpg,7531.498,9.362,42.7263
meningioma,me-0530.jpg,11513.8332,7.5186,48.6114
meningioma,me-0531.jpg,6975.5096,9.695,37.0404
meningioma,me-0532.jpg,6226.0235,10.1887,47.2734
meningioma,me-0533.jpg,6880.709,9.7545,27.6053
meningioma,me-0534.jpg,7840.6998,9.1873,32.4524
meningioma,me-0535.jpg,6505.4603,9.998,45.4922
meningioma,me-0536.jpg,6486.4283,10.0107,24.2975
meningioma,me-0537.jpg,7121.8627,9.6049,28.8176
meningioma,me-0538.jpg,8519.1676,8.8268,25.2702
meningioma,me-0539.jpg,6975.1348,9.6953,39.7488
meningioma,me-0540.jpg,6464.2194,10.0256,22.1406
meningioma,me-0541.jpg,6453.596,10.0328,38.7041
meningioma,me-0542.jpg,5335.2869,10.8592,31.1394
meningioma,me-0543.jpg,5486.6586,10.7377,36.8297
meningioma,me-0544.jpg,7204.8485,9.5546,50.1397
meningioma,me-0545.jpg,8688.2797,8.7415,62.4389
meningioma,me-0546.jpg,5749.8859,10.5342,13.7251
meningioma,me-0547.jpg,7875.8955,9.1678,13.8906
meningioma,me-0548.jpg,8323.5839,8.9277,35.6189
meningioma,me-0549.jpg,9033.1209,8.5724,12.1917
meningioma,me-0550.jpg,8324.6428,8.9271,18.661
meningioma,me-0551.jpg,7617.2548,9.3128,33.2126
meningioma,me-0552.jpg,6165.6488,10.231,17.9224
meningioma,me-0553.jpg,5932.3643,10.3985,24.0314
meningioma,me-0554.jpg,7180.4772,9.5693,57.9512
meningioma,me-0555.jpg,7613.7674,9.3148,36.2771
meningioma,me-0556.jpg,3630.2244,12.5315,33.7192
meningioma,me-0557.jpg,6604.3696,9.9325,58.5757
meningioma,me-0558.jpg,6339.4467,10.1103,37.4168
meningioma,me-0559.jpg,5849.9301,10.4593,37.7653
meningioma,me-0560.jpg,6483.349,10.0128,18.7526
meningioma,me-0561.jpg,9236.8243,8.4756,59.0535
meningioma,me-0562.jpg,5985.2356,10.36,38.2842
meningioma,me-0563.jpg,5409.1165,10.7995,49.9416
meningioma,me-0564.jpg,11600.328,7.4861,63.5797
meningioma,me-0565.jpg,7968.6829,9.1169,46.5949
meningioma,me-0566.jpg,5793.1598,10.5016,45.9472
meningioma,me-0567.jpg,5666.5131,10.5976,32.6555
meningioma,me-0568.jpg,8111.0877,9.04,28.342
meningioma,me-0569.jpg,4248.3384,11.8486,40.1403
meningioma,me-0570.jpg,8096.9608,9.0476,29.9273
meningioma,me-0571.jpg,8572.9803,8.7995,15.5913
meningioma,me-0572.jpg,8716.7457,8.7273,26.6885
meningioma,me-0573.jpg,8188.6312,8.9987,28.1426
meningioma,me-0574.jpg,5432.3656,10.7809,30.5659
meningioma,me-0575.jpg,9791.8386,8.2222,25.2533
meningioma,me-0576.jpg,9238.4376,8.4748,59.8168
meningioma,me-0577.jpg,11149.8525,7.6581,27.9664
meningioma,me-0578.jpg,5644.7517,10.6144,30.5014
meningioma,me-0579.jpg,8489.6583,8.8419,19.2403
meningioma,me-0580.jpg,8222.515,8.9808,19.9739
meningioma,me-0581.jpg,7472.766,9.396,22.4798
meningioma,me-0582.jpg,6688.3146,9.8776,19.8053
meningioma,me-0583.jpg,9282.0752,8.4544,36.3342
meningioma,me-0584.jpg,6660.3839,9.8958,38.1892
meningioma,me-0585.jpg,7232.7562,9.5378,37.3596
meningioma,me-0586.jpg,8693.0679,8.7391,63.085
meningioma,me-0587.jpg,9322.3098,8.4356,24.3736
meningioma,me-0588.jpg,9234.1878,8.4768,34.4706
meningioma,me-0589.jpg,4715.1012,11.3959,33.3524
meningioma,me-0590.jpg,7789.0408,9.216,18.0085
meningioma,me-0591.jpg,8045.1819,9.0754,32.5551
meningioma,me-0592.jpg,8716.7457,8.7273,26.6885
meningioma,me-0593.jpg,8576.2204,8.7978,44.1795
meningioma,me-0594.jpg,4400.4118,11.6959,29.3864
meningioma,me-0595.jpg,7019.6212,9.6677,56.654
meningioma,me-0596.jpg,5803.7926,10.4937,44.5273
meningioma,me-0597.jpg,6768.3424,9.826,37.0055
meningioma,me-0598.jpg,4903.6612,11.2256,37.2554
meningioma,me-0599.jpg,5604.2979,10.6456,43.6296
meningioma,me-0600.jpg,8587.4305,8.7922,51.3473
meningioma,me-0601.jpg,8708.8802,8.7312,30.0014
meningioma,me-0602.jpg,7798.5319,9.2107,34.7485
meningioma,me-0603.jpg,1060.0928,17.8774,69.1221
meningioma,me-0604.jpg,3877.4888,12.2453,42.966
meningioma,me-0605.jpg,9240.3135,8.4739,59.1902
meningioma,me-0606.jpg,10001.9443,8.13,35.6242
meningioma,me-0607.jpg,7075.8047,9.633,30.9795
meningioma,me-0608.jpg,5872.0277,10.4429,57.0392
meningioma,me-0609.jpg,9564.8011,8.324,32.5381
meningioma,me-0610.jpg,10929.4082,7.7448,62.9577
meningioma,me-0611.jpg,7357.8592,9.4633,39.6735
meningioma,me-0612.jpg,3608.0791,12.558,42.1105
meningioma,me-0613.jpg,9187.8643,8.4987,36.4631
meningioma,me-0614.jpg,8715.9552,8.7277,26.8684
meningioma,me-0615.jpg,4532.3165,11.5676,34.5574
meningioma,me-0616.jpg,10382.486,7.9678,13.8505
meningioma,me-0617.jpg,7739.9389,9.2434,53.1362
meningioma,me-0618.jpg,5955.8379,10.3814,35.5493
meningioma,me-0619.jpg,4229.1175,11.8683,40.8351
meningioma,me-0620.jpg,6740.4806,9.8439,40.5295
meningioma,me-0621.jpg,7696.3366,9.268,55.3438
meningioma,me-0622.jpg,8454.3272,8.86,45.8451
meningioma,me-0623.jpg,8513.7226,8.8296,40.6225
meningioma,me-0624.jpg,8558.9437,8.8066,20.3609
meningioma,me-0625.jpg,7779.5085,9.2213,29.1526
meningioma,me-0626.jpg,7598.0951,9.3238,58.5762
meningioma,me-0627.jpg,7788.0915,9.2165,63.9932
meningioma,me-0628.jpg,5432.3656,10.7809,30.5659
meningioma,me-0629.jpg,8526.5106,8.8231,29.2542
meningioma,me-0630.jpg,8188.6312,8.9987,28.1426
meningioma,me-0631.jpg,7922.7611,9.142,34.2594
meningioma,me-0632.jpg,6940.1987,9.7171,55.9783
meningioma,me-0633.jpg,6824.923,9.7898,29.5378
meningioma,me-0634.jpg,7522.4492,9.3672,17.2784
meningioma,me-0635.jpg,7655.9996,9.2908,23.7642
meningioma,me-0636.jpg,7186.4834,9.5656,26.7905
meningioma,me-0637.jpg,8745.6671,8.7129,20.5454
meningioma,me-0638.jpg,5248.3523,10.9306,26.7719
meningioma,me-0639.jpg,5794.5772,10.5006,30.6124
meningioma,me-0640.jpg,8508.309,8.8324,13.8709
meningioma,me-0641.jpg,7312.8728,9.4899,59.8262
meningioma,me-0642.jpg,5599.1097,10.6496,37.9546
meningioma,me-0643.jpg,7075.8047,9.633,30.9795
meningioma,me-0644.jpg,8550.5082,8.8109,28.4179
meningioma,me-0645.jpg,7973.7451,9.1142,31.4988
meningioma,me-0646.jpg,7814.276,9.2019,31.1906
meningioma,me-0647.jpg,4505.5572,11.5933,34.4645
meningioma,me-0648.jpg,5774.5377,10.5156,33.5687
meningioma,me-0649.jpg,5889.1334,10.4303,43.3275
meningioma,me-0650.jpg,6593.9595,9.9393,51.3758
meningioma,me-0651.jpg,7148.4751,9.5887,37.5756
meningioma,me-0652.jpg,2422.9261,14.2874,18.4655
meningioma,me-0653.jpg,6104.7278,10.2741,41.5384
meningioma,me-0654.jpg,5817.3896,10.4835,48.0519
meningioma,me-0655.jpg,8114.8208,9.038,37.2895
meningioma,me-0656.jpg,5802.2503,10.4948,49.9421
meningioma,me-0657.jpg,5815.4217,10.485,55.1957
meningioma,me-0658.jpg,8707.8495,8.7317,20.3163
meningioma,me-0659.jpg,7393.7749,9.4421,34.1107
meningioma,me-0660.jpg,6640.1289,9.909,24.6074
meningioma,me-0661.jpg,5779.3444,10.512,35.0543
meningioma,me-0662.jpg,12232.3188,7.2557,71.4065
meningioma,me-0663.jpg,4971.7615,11.1657,41.2567
meningioma,me-0664.jpg,8235.0408,8.9741,18.6971
meningioma,me-0665.jpg,7110.6815,9.6117,28.9872
meningioma,me-0666.jpg,5525.4057,10.7072,27.9658
meningioma,me-0667.jpg,6512.2602,9.9935,26.8525
meningioma,me-0668.jpg,9091.0688,8.5447,23.6912
meningioma,me-0669.jpg,10277.8021,8.0118,23.0348
meningioma,me-0670.jpg,8356.3054,8.9107,13.8103
meningioma,me-0671.jpg,8423.4572,8.8759,26.7678
meningioma,me-0672.jpg,4248.3384,11.8486,40.1403
meningioma,me-0673.jpg,12386.2806,7.2014,36.1101
meningioma,me-0674.jpg,5462.3801,10.757,36.1951
meningioma,me-0675.jpg,10525.4948,7.9084,40.4475
meningioma,me-0676.jpg,8572.9803,8.7995,15.5913
meningioma,me-0677.jpg,5983.6705,10.3611,21.6251
meningioma,me-0678.jpg,4505.5572,11.5933,34.4645
meningioma,me-0679.jpg,6191.0642,10.2132,36.4326
meningioma,me-0680.jpg,5872.0277,10.4429,57.0392
meningioma,me-0681.jpg,6401.0979,10.0683,36.8791
meningioma,me-0682.jpg,6198.6374,10.2078,24.426
meningioma,me-0683.jpg,6277.7113,10.1528,61.0667
meningioma,me-0684.jpg,6404.88,10.0657,51.0828
meningioma,me-0685.jpg,5659.8807,10.6027,37.018
meningioma,me-0686.jpg,5539.6914,10.6959,19.588
meningioma,me-0687.jpg,8507.5319,8.8328,45.6895
meningioma,me-0688.jpg,5918.6733,10.4086,39.8093
meningioma,me-0689.jpg,6502.2636,10.0002,44.1128
meningioma,me-0690.jpg,3884.9599,12.2369,30.723
meningioma,me-0691.jpg,8784.1144,8.6938,31.0943
meningioma,me-0692.jpg,4782.2002,11.3345,29.9413
meningioma,me-0693.jpg,7363.3722,9.46,33.9644
meningioma,me-0694.jpg,5998.199,10.3506,33.3434
meningioma,me-0695.jpg,7005.8247,9.6762,47.6806
meningioma,me-0696.jpg,7318.5052,9.4866,30.3006
meningioma,me-0697.jpg,10467.795,7.9323,38.0944
meningioma,me-0698.jpg,7322.6891,9.4841,11.8616
meningioma,me-0699.jpg,9163.0926,8.5104,54.4554
meningioma,me-0700.jpg,7511.7247,9.3734,42.1171
meningioma,me-0701.jpg,8888.8342,8.6424,51.7537
meningioma,me-0702.jpg,7356.7433,9.4639,37.711
meningioma,me-0703.jpg,5323.2796,10.869,35.1499
meningioma,me-0704.jpg,8596.2548,8.7877,30.5429
meningioma,me-0705.jpg,8874.8333,8.6492,14.9956
meningioma,me-0706.jpg,7744.3882,9.2409,33.5574
meningioma,me-0707.jpg,6099.5619,10.2778,31.0818
meningioma,me-0708.jpg,6168.5398,10.229,37.5308
meningioma,me-0709.jpg,3963.8161,12.1497,33.9615
meningioma,me-0710.jpg,799.4873,19.1027,34.2895
meningioma,me-0711.jpg,8351.2792,8.9133,28.0819
meningioma,me-0712.jpg,6721.1447,9.8564,35.515
meningioma,me-0713.jpg,6116.1562,10.266,37.8649
meningioma,me-0714.jpg,7771.9314,9.2255,48.0771
meningioma,me-0715.jpg,6594.965,9.9387,39.3512
meningioma,me-0716.jpg,6511.5796,9.9939,46.5775
meningioma,me-0717.jpg,7311.496,9.4907,38.9026
meningioma,me-0718.jpg,9606.8096,8.305,31.1424
meningioma,me-0719.jpg,6714.5745,9.8606,33.6491
meningioma,me-0720.jpg,6582.1188,9.9471,58.8775
meningioma,me-0721.jpg,7205.0702,9.5544,31.5587
meningioma,me-0722.jpg,5680.5495,10.5869,35.6407
meningioma,me-0723.jpg,4881.2821,11.2455,28.1427
meningioma,me-0724.jpg,7348.9761,9.4685,54.9978
meningioma,me-0725.jpg,10100.6997,8.0873,39.9198
meningioma,me-0726.jpg,7895.664,9.1569,47.7678
meningioma,me-0727.jpg,9238.4376,8.4748,59.8168
meningioma,me-0728.jpg,8324.847,8.927,30.9628
meningioma,me-0729.jpg,8622.716,8.7744,14.5584
meningioma,me-0730.jpg,9146.2295,8.5184,21.5195
meningioma,me-0731.jpg,8287.7244,8.9465,53.9999
meningioma,me-0732.jpg,10208.3479,8.0412,23.6289
meningioma,me-0733.jpg,7875.8955,9.1678,13.8906
meningioma,me-0734.jpg,7080.397,9.6302,56.1432
meningioma,me-0735.jpg,7120.3094,9.6058,33.7801
meningioma,me-0736.jpg,7241.4898,9.5325,30.8871
meningioma,me-0737.jpg,6863.7501,9.7652,18.6525
meningioma,me-0738.jpg,6267.5912,10.1598,39.6218
meningioma,me-0739.jpg,6275.201,10.1545,37.129
meningioma,me-0740.jpg,5852.3379,10.4575,34.1112
meningioma,me-0741.jpg,7114.8755,9.6091,46.3832
meningioma,me-0742.jpg,5829.7068,10.4743,53.8182
meningioma,me-0743.jpg,5736.8561,10.5441,41.9098
meningioma,me-0744.jpg,6337.2631,10.1118,35.6155
meningioma,me-0745.jpg,12035.4644,7.3262,24.032
meningioma,me-0746.jpg,6882.3686,9.7534,44.0977
meningioma,me-0747.jpg,7302.3153,9.4962,24.8493
meningioma,me-0748.jpg,6798.597,9.8066,35.4323
meningioma,me-0749.jpg,7537.2277,9.3587,51.043
meningioma,me-0750.jpg,5746.8247,10.5365,33.8606
meningioma,me-0751.jpg,5683.6542,10.5845,35.5911
meningioma,me-0752.jpg,6619.3544,9.9226,33.8865
meningioma,me-0753.jpg,6563.4598,9.9595,54.051
meningioma,me-0754.jpg,6380.485,10.0823,44.6287
meningioma,me-0755.jpg,10873.8217,7.767,45.1114
meningioma,me-0756.jpg,6024.3071,10.3317,47.3116
meningioma,me-0757.jpg,8462.0123,8.8561,23.2138
meningioma,me-0758.jpg,6252.2272,10.1705,30.8859
meningioma,me-0759.jpg,6663.5438,9.8938,27.2514
meningioma,me-0760.jpg,7798.2708,9.2108,42.873
meningioma,me-0761.jpg,7339.2271,9.4743,23.5828
meningioma,me-0762.jpg,6482.9926,10.013,23.8455
meningioma,me-0763.jpg,7891.6779,9.1591,40.78
meningioma,me-0764.jpg,8247.7129,8.9675,25.5642
meningioma,me-0765.jpg,8544.9459,8.8137,10.7787
meningioma,me-0766.jpg,6693.3351,9.8744,46.8418
meningioma,me-0767.jpg,7734.7015,9.2464,31.7607
meningioma,me-0768.jpg,5678.4553,10.5885,36.0646
meningioma,me-0769.jpg,8143.3406,9.0228,19.5462
meningioma,me-0770.jpg,5841.0731,10.4659,44.7911
meningioma,me-0771.jpg,7062.8893,9.641,21.2359
meningioma,me-0772.jpg,5468.9901,10.7517,30.5078
meningioma,me-0773.jpg,6523.4631,9.986,42.3569
meningioma,me-0774.jpg,8395.2754,8.8905,30.4535
meningioma,me-0775.jpg,6239.4596,10.1793,32.3661
meningioma,me-0776.jpg,6486.6761,10.0106,25.1653
meningioma,me-0777.jpg,6104.7529,10.2741,40.6631
meningioma,me-0778.jpg,5746.3399,10.5369,46.9872
meningioma,me-0779.jpg,6204.1827,10.204,23.3225
meningioma,me-0780.jpg,6867.6212,9.7627,38.9605
meningioma,me-0781.jpg,5660.3962,10.6023,50.3847
meningioma,me-0782.jpg,7793.4507,9.2135,52.8597
meningioma,me-0783.jpg,10314.5916,7.9963,33.7584
meningioma,me-0784.jpg,8637.1333,8.7671,14.4299
meningioma,me-0785.jpg,6552.3836,9.9668,57.9954
meningioma,me-0786.jpg,7189.8522,9.5636,32.8218
meningioma,me-0787.jpg,5543.5845,10.6929,37.7923
meningioma,me-0788.jpg,9038.6952,8.5697,39.7685
meningioma,me-0789.jpg,11070.0289,7.6893,49.5701
meningioma,me-0790.jpg,9817.643,8.2107,43.1668
meningioma,me-0791.jpg,9969.7325,8.144,46.7893
meningioma,me-0792.jpg,10407.1643,7.9575,53.3847
meningioma,me-0793.jpg,9054.4239,8.5622,27.4927
meningioma,me-0794.jpg,6313.5443,10.1281,39.6602
meningioma,me-0795.jpg,8672.4243,8.7494,19.8133
meningioma,me-0796.jpg,6962.0088,9.7035,30.2796
meningioma,me-0797.jpg,6925.2782,9.7264,31.2873
meningioma,me-0798.jpg,4881.2821,11.2455,28.1427
meningioma,me-0799.jpg,10329.7102,7.9899,39.7038
meningioma,me-0800.jpg,6486.6761,10.0106,25.1653
meningioma,me-0801.jpg,11812.0188,7.4076,57.7825
meningioma,me-0802.jpg,6800.5115,9.8054,35.7443
meningioma,me-0803.jpg,6860.3961,9.7673,41.2556
meningioma,me-0804.jpg,10100.6997,8.0873,39.9198
meningioma,me-0805.jpg,7800.4547,9.2096,55.8044
meningioma,me-0806.jpg,7296.6255,9.4996,42.3011
meningioma,me-0807.jpg,6099.2563,10.278,48.3365
meningioma,me-0808.jpg,8533.5853,8.8195,23.9852
meningioma,me-0809.jpg,8020.1012,9.089,23.7155
meningioma,me-0810.jpg,6890.1907,9.7485,49.5854
meningioma,me-0811.jpg,6602.3345,9.9338,55.9656
meningioma,me-0812.jpg,9238.4376,8.4748,59.8168
meningioma,me-0813.jpg,5458.2898,10.7602,35.7404
meningioma,me-0814.jpg,5950.6689,10.3851,32.5633
meningioma,me-0815.jpg,7482.847,9.3901,53.9531
meningioma,me-0816.jpg,7969.36,9.1166,12.8777
meningioma,me-0817.jpg,7195.2799,9.5603,39.5246
meningioma,me-0818.jpg,5869.9928,10.4444,24.5209
meningioma,me-0819.jpg,8292.1688,8.9441,20.3895
meningioma,me-0820.jpg,7082.8964,9.6287,19.863
meningioma,me-0821.jpg,6454.8952,10.0319,24.8709
meningioma,me-0822.jpg,6956.9676,9.7066,43.1931
meningioma,me-0823.jpg,6135.5498,10.2523,41.4498
meningioma,me-0824.jpg,5314.6967,10.876,28.8102
meningioma,me-0825.jpg,8205.1285,8.9899,27.5741
meningioma,me-0826.jpg,12596.8163,7.1282,42.9944
meningioma,me-0827.jpg,7814.276,9.2019,31.1906
meningioma,me-0828.jpg,6326.2276,10.1194,42.9405
meningioma,me-0829.jpg,7109.5074,9.6124,52.7418
meningioma,me-0830.jpg,4959.4677,11.1765,40.2722
meningioma,me-0831.jpg,6954.6979,9.708,47.7457
meningioma,me-0832.jpg,5103.6486,11.052,35.9162
meningioma,me-0833.jpg,5779.0377,10.5122,35.6779
meningioma,me-0834.jpg,7540.679,9.3567,38.7472
meningioma,me-0835.jpg,8214.4158,8.985,32.7854
meningioma,me-0836.jpg,5604.7161,10.6453,56.1026
meningioma,me-0837.jpg,8694.4159,8.7384,28.3627
meningioma,me-0838.jpg,6851.2867,9.7731,55.0106
meningioma,me-0839.jpg,8684.9003,8.7432,17.9209
meningioma,me-0840.jpg,6411.6997,10.0611,47.2124
meningioma,me-0841.jpg,9479.8892,8.3628,60.1141
meningioma,me-0842.jpg,5677.5503,10.5892,40.0174
meningioma,me-0843.jpg,4635.4229,11.4699,31.9652
meningioma,me-0844.jpg,8082.75,9.0552,16.8223
meningioma,me-0845.jpg,9537.7095,8.3364,29.5127
meningioma,me-0846.jpg,6402.4769,10.0673,26.4777
meningioma,me-0847.jpg,6098.9951,10.2782,41.7678
meningioma,me-0848.jpg,6265.1264,10.1615,52.3784
meningioma,me-0849.jpg,8145.1074,9.0218,19.3913
meningioma,me-0850.jpg,6608.5342,9.9298,36.8621
meningioma,me-0851.jpg,8207.8118,8.9885,29.6849
meningioma,me-0852.jpg,8245.7979,8.9685,32.2913
meningioma,me-0853.jpg,12196.0302,7.2686,42.8527
meningioma,me-0854.jpg,7721.7346,9.2537,28.653
meningioma,me-0855.jpg,11662.6579,7.4628,32.8858
meningioma,me-0856.jpg,9622.8802,8.2978,37.3804
meningioma,me-0857.jpg,7267.3831,9.517,40.3594
meningioma,me-0858.jpg,9090.0777,8.5451,15.1823
meningioma,me-0859.jpg,8716.7457,8.7273,26.6885
meningioma,me-0860.jpg,8358.8597,8.9093,29.9673
meningioma,me-0861.jpg,9295.2985,8.4482,28.4471
meningioma,me-0862.jpg,5444.2899,10.7714,33.274
meningioma,me-0863.jpg,7159.1542,9.5822,51.397
meningioma,me-0864.jpg,9489.3741,8.3584,34.1054
meningioma,me-0865.jpg,6519.6499,9.9886,39.9573
meningioma,me-0866.jpg,8628.4554,8.7715,48.9951
meningioma,me-0867.jpg,7120.3094,9.6058,33.7801
meningioma,me-0868.jpg,5716.8528,10.5592,35.6133
meningioma,me-0869.jpg,8080.0574,9.0567,29.3225
meningioma,me-0870.jpg,4903.6612,11.2256,37.2554
meningioma,me-0871.jpg,7972.4495,9.1149,30.0694
meningioma,me-0872.jpg,3634.6299,12.5262,29.4102
meningioma,me-0873.jpg,9139.1966,8.5217,20.0131
meningioma,me-0874.jpg,7189.7847,9.5636,61.0431
meningioma,me-0875.jpg,7247.3955,9.529,20.5307
meningioma,me-0876.jpg,7095.0002,9.6213,25.6222
meningioma,me-0877.jpg,13718.2124,6.7578,50.4825
meningioma,me-0878.jpg,8301.7024,8.9391,32.559
meningioma,me-0879.jpg,12386.2806,7.2014,36.1101
meningioma,me-0880.jpg,9336.9877,8.4287,29.7886
meningioma,me-0881.jpg,5266.3196,10.9157,30.1148
meningioma,me-0882.jpg,9857.7551,8.193,36.6157
meningioma,me-0883.jpg,3939.8298,12.176,39.4562
meningioma,me-0884.jpg,6688.7409,9.8774,38.6037
meningioma,me-0885.jpg,9361.8545,8.4172,48.9694
meningioma,me-0886.jpg,13628.9262,6.7862,58.2939
meningioma,me-0887.jpg,6011.5446,10.3409,48.4687
meningioma,me-0888.jpg,7870.1756,9.171,14.2586
meningioma,me-0889.jpg,9054.4239,8.5622,27.4927
meningioma,me-0890.jpg,6538.8422,9.9758,34.8753
meningioma,me-0891.jpg,5976.8237,10.3661,41.7546
meningioma,me-0892.jpg,7801.9976,9.2087,44.1788
meningioma,me-0893.jpg,6627.045,9.9176,50.9098
meningioma,me-0894.jpg,5432.3656,10.7809,30.5659
meningioma,me-0895.jpg,6553.7952,9.9659,26.0675
meningioma,me-0896.jpg,8848.441,8.6621,31.2453
meningioma,me-0897.jpg,6272.6304,10.1563,50.21
meningioma,me-0898.jpg,9663.5041,8.2795,33.4243
meningioma,me-0899.jpg,7940.2816,9.1324,16.9891
meningioma,me-0900.jpg,8188.6312,8.9987,28.1426
meningioma,me-0901.jpg,9965.0379,8.146,58.3442
meningioma,me-0902.jpg,9557.0028,8.3276,27.5684
meningioma,me-0903.jpg,7623.8235,9.3091,27.8555
meningioma,me-0904.jpg,11282.3928,7.6068,39.0651
meningioma,me-0905.jpg,6737.4395,9.8459,27.5346
meningioma,me-0906.jpg,7522.6379,9.3671,34.2854
meningioma,me-0907.jpg,8477.71,8.848,13.5417
meningioma,me-0908.jpg,9238.5519,8.4748,24.2905
meningioma,me-0909.jpg,6297.7371,10.139,47.13
meningioma,me-0910.jpg,7118.4994,9.6069,47.9388
meningioma,me-0911.jpg,6918.187,9.7309,30.2618
meningioma,me-0912.jpg,9509.0081,8.3495,27.4578
meningioma,me-0913.jpg,6074.6506,10.2956,20.5589
meningioma,me-0914.jpg,7323.1178,9.4838,29.7011
meningioma,me-0915.jpg,5560.5395,10.6796,19.9989
meningioma,me-0916.jpg,5678.8137,10.5882,31.4486
meningioma,me-0917.jpg,3752.2581,12.3879,46.5527
meningioma,me-0918.jpg,6660.9062,9.8955,60.4938
meningioma,me-0919.jpg,7630.4844,9.3053,60.4782
meningioma,me-0920.jpg,8937.9778,8.6184,18.6998
meningioma,me-0921.jpg,6873.8402,9.7588,47.6989
meningioma,me-0922.jpg,6327.4682,10.1185,48.6057
meningioma,me-0923.jpg,8097.4096,9.0473,34.0857
meningioma,me-0924.jpg,6705.2825,9.8666,33.0783
meningioma,me-0925.jpg,6199.9477,10.2069,42.1749
meningioma,me-0926.jpg,7103.0338,9.6164,19.0521
meningioma,me-0927.jpg,7973.7451,9.1142,31.4988
meningioma,me-0928.jpg,5847.7524,10.4609,34.1714
meningioma,me-0929.jpg,5242.7646,10.9352,29.9669
meningioma,me-0930.jpg,6906.9764,9.7379,15.3382
meningioma,me-0931.jpg,10297.0305,8.0037,34.4949
meningioma,me-0932.jpg,9568.1652,8.3225,33.7893
meningioma,me-0933.jpg,7790.4478,9.2152,32.13
meningioma,me-0934.jpg,7381.5039,9.4494,41.978
meningioma,me-0935.jpg,8032.1977,9.0825,19.238
meningioma,me-0936.jpg,7500.1243,9.3801,21.8926
meningioma,me-0937.jpg,5551.2937,10.6869,24.6682
meningioma,me-0938.jpg,6753.8581,9.8353,22.7014
meningioma,me-0939.jpg,4273.9004,11.8226,29.3943
meningioma,me-0940.jpg,6017.3963,10.3367,14.6476
meningioma,me-0941.jpg,3902.1319,12.2178,29.5546
meningioma,me-0942.jpg,8551.2743,8.8105,17.223
meningioma,me-0943.jpg,6376.0198,10.0853,24.0197
meningioma,me-0944.jpg,6940.2143,9.7171,49.6051
meningioma,me-0945.jpg,11149.8525,7.6581,27.9664
meningioma,me-0946.jpg,9115.4091,8.533,46.4176
meningioma,me-0947.jpg,8700.2115,8.7355,28.2259
meningioma,me-0948.jpg,5514.6688,10.7156,27.7439
meningioma,me-0949.jpg,7873.5602,9.1691,14.831
meningioma,me-0950.jpg,8287.7244,8.9465,53.9999
meningioma,me-0951.jpg,7932.4633,9.1367,64.7475
meningioma,me-0952.jpg,8696.7313,8.7372,21.9861
meningioma,me-0953.jpg,7548.3722,9.3523,43.6218
meningioma,me-0954.jpg,6483.5338,10.0127,38.7759
meningioma,me-0955.jpg,7735.4937,9.2459,50.9
meningioma,me-0956.jpg,7352.5671,9.4664,43.8137
meningioma,me-0957.jpg,8548.7711,8.8118,16.0183
meningioma,me-0958.jpg,270.7646,23.8049,45.9452
meningioma,me-0959.jpg,8802.503,8.6847,32.3806
meningioma,me-0960.jpg,6796.2066,9.8081,15.6588
meningioma,me-0961.jpg,9162.0452,8.5109,24.0803
meningioma,me-0962.jpg,9206.2243,8.49,36.2755
meningioma,me-0963.jpg,5587.6261,10.6585,22.225
meningioma,me-0964.jpg,5124.5415,11.0343,23.9425
meningioma,me-0965.jpg,11513.8332,7.5186,48.6114
meningioma,me-0966.jpg,9504.8979,8.3513,34.1779
meningioma,me-0967.jpg,6074.6506,10.2956,20.5589
meningioma,me-0968.jpg,7363.3722,9.46,33.9644
meningioma,me-0969.jpg,10873.8217,7.767,45.1114
meningioma,me-0970.jpg,5601.0749,10.6481,32.0808
meningioma,me-0971.jpg,5843.2758,10.4642,36.115
meningioma,me-0972.jpg,10185.3543,8.051,36.3751
meningioma,me-0973.jpg,8654.9479,8.7582,21.9583
meningioma,me-0974.jpg,8888.8342,8.6424,51.7537
meningioma,me-0975.jpg,6412.057,10.0608,52.1707
meningioma,me-0976.jpg,9500.9585,8.3531,40.2804
meningioma,me-0977.jpg,6362.7443,10.0944,34.8306
meningioma,me-0978.jpg,5768.479,10.5202,44.9704
meningioma,me-0979.jpg,8723.2662,8.724,26.9192
meningioma,me-0980.jpg,7132.2098,9.5986,30.0153
meningioma,me-0981.jpg,7494.5822,9.3833,54.8037
meningioma,me-0982.jpg,10348.6014,7.982,46.7141
