classe,imagem,mse,psnr,brisque
glioma,gl-0001.jpg,6633.3177,9.9135,42.2151
glioma,gl-0002.jpg,6936.1213,9.7196,37.1313
glioma,gl-0003.jpg,8613.8562,8.7788,29.6592
glioma,gl-0004.jpg,9283.68,8.4536,49.5635
glioma,gl-0005.jpg,10933.7418,7.7431,35.0101
glioma,gl-0006.jpg,7131.9883,9.5987,36.3559
glioma,gl-0007.jpg,6978.4803,9.6932,26.9505
glioma,gl-0008.jpg,7876.1252,9.1677,47.7588
glioma,gl-0009.jpg,9335.116,8.4296,37.7351
glioma,gl-0010.jpg,11163.088,7.653,36.447
glioma,gl-0011.jpg,8455.4118,8.8595,50.7394
glioma,gl-0012.jpg,5097.6671,11.0571,13.619
glioma,gl-0013.jpg,9002.3218,8.5873,40.1865
glioma,gl-0014.jpg,6268.8139,10.1589,28.2852
glioma,gl-0015.jpg,6079.1127,10.2924,30.3747
glioma,gl-0016.jpg,9840.4876,8.2006,32.1119
glioma,gl-0017.jpg,9059.8289,8.5596,19.6402
glioma,gl-0018.jpg,7070.4244,9.6363,44.0907
glioma,gl-0019.jpg,10093.6862,8.0903,37.1808
glioma,gl-0020.jpg,6055.5235,10.3093,28.7278
glioma,gl-0021.jpg,7357.3512,9.4636,45.3088
glioma,gl-0022.jpg,9170.4211,8.5069,21.8306
glioma,gl-0023.jpg,6051.7209,10.312,30.6762
glioma,gl-0024.jpg,6832.1133,9.7853,46.4424
glioma,gl-0025.jpg,7605.0602,9.3198,51.7902
glioma,gl-0026.jpg,5941.4085,10.3919,33.7256
glioma,gl-0027.jpg,7069.7082,9.6368,41.9871
glioma,gl-0028.jpg,6588.7159,9.9428,47.0043
glioma,gl-0029.jpg,5794.0012,10.501,47.9573
glioma,gl-0030.jpg,6184.9069,10.2175,22.7692
glioma,gl-0031.jpg,5703.1047,10.5697,30.1982
glioma,gl-0032.jpg,8594.4403,8.7886,17.0857
glioma,gl-0033.jpg,6507.1026,9.9969,34.6832
glioma,gl-0034.jpg,7635.7784,9.3023,18.722
glioma,gl-0035.jpg,6896.7982,9.7443,57.102
glioma,gl-0036.jpg,13280.696,6.8986,60.1069
glioma,gl-0037.jpg,6861.4461,9.7666,44.8399
glioma,gl-0038.jpg,10715.4142,7.8307,17.1517
glioma,gl-0039.jpg,8748.2631,8.7116,52.0158
glioma,gl-0040.jpg,7268.7195,9.5162,14.0688
glioma,gl-0041.jpg,6490.3615,10.0081,52.7675
glioma,gl-0042.jpg,10247.1494,8.0248,30.1358
glioma,gl-0043.jpg,7380.8647,9.4497,25.0453
glioma,gl-0044.jpg,7413.2501,9.4307,51.783
glioma,gl-0045.jpg,7812.8572,9.2027,17.5309
glioma,gl-0046.jpg,7246.1071,9.5298,40.8124
glioma,gl-0047.jpg,6950.1599,9.7109,46.4951
glioma,gl-0048.jpg,9446.6376,8.378,18.16
glioma,gl-0049.jpg,7842.7907,9.1861,54.5283
glioma,gl-0050.jpg,10542.8835,7.9012,73.7112
glioma,gl-0051.jpg,8571.9501,8.8,13.8939
glioma,gl-0052.jpg,8373.7609,8.9016,13.5322
glioma,gl-0053.jpg,8190.8427,8.9975,33.6691
glioma,gl-0054.jpg,6071.31,10.298,31.5682
glioma,gl-0055.jpg,5882.6365,10.4351,53.3787
glioma,gl-0056.jpg,7676.5533,9.2791,21.8692
glioma,gl-0057.jpg,5895.2583,10.4258,27.9475
glioma,gl-0058.jpg,6655.8259,9.8988,47.2005
glioma,gl-0059.jpg,7443.6259,9.413,48.44
glioma,gl-0060.jpg,5487.9471,10.7367,32.5905
glioma,gl-0061.jpg,6551.6651,9.9673,31.8033
glioma,gl-0062.jpg,6196.2207,10.2095,42.4316
glioma,gl-0063.jpg,9583.442,8.3156,37.0879
glioma,gl-0064.jpg,7385.5343,9.447,45.4313
glioma,gl-0065.jpg,6006.8215,10.3444,19.9704
glioma,gl-0066.jpg,9627.7278,8.2956,35.4961
glioma,gl-0067.jpg,8101.9174,9.0449,50.6091
glioma,gl-0068.jpg,9215.7678,8.4855,18.5791
glioma,gl-0069.jpg,6594.1056,9.9392,22.4325
glioma,gl-0070.jpg,6636.135,9.9117,34.8803
glioma,gl-0071.jpg,10085.9329,8.0936,35.6642
glioma,gl-0072.jpg,6158.3507,10.2362,25.422
glioma,gl-0073.jpg,5560.4225,10.6797,19.7935
glioma,gl-0074.jpg,9867.4908,8.1887,29.9125
glioma,gl-0075.jpg,6204.7558,10.2036,26.0798
glioma,gl-0076.jpg,6563.444,9.9595,42.581
glioma,gl-0077.jpg,5781.8475,10.5101,28.5256
glioma,gl-0078.jpg,6034.1733,10.3246,41.4504
glioma,gl-0079.jpg,9882.466,8.1822,33.364
glioma,gl-0080.jpg,9034.707,8.5717,42.8668
glioma,gl-0081.jpg,7568.7548,9.3406,27.0458
glioma,gl-0082.jpg,7166.0137,9.578,34.6499
glioma,gl-0083.jpg,9860.9048,8.1916,34.6509
glioma,gl-0084.jpg,6068.2726,10.3002,43.1865
glioma,gl-0085.jpg,8538.3014,8.8171,28.2006
glioma,gl-0086.jpg,5213.3516,10.9596,55.1142
glioma,gl-0087.jpg,6642.2917,9.9076,44.3208
glioma,gl-0088.jpg,6274.0767,10.1553,38.2435
glioma,gl-0089.jpg,5084.9878,11.0679,26.8556
glioma,gl-0090.jpg,6086.4164,10.2872,31.4634
glioma,gl-0091.jpg,9218.8507,8.484,38.9877
glioma,gl-0092.jpg,7378.7088,9.451,27.3779
glioma,gl-0093.jpg,7368.8246,9.4568,46.1384
glioma,gl-0094.jpg,6287.123,10.1463,35.1387
glioma,gl-0095.jpg,9160.3153,8.5117,22.7965
glioma,gl-0096.jpg,5963.2731,10.376,52.2095
glioma,gl-0097.jpg,8759.6657,8.7059,21.4596
glioma,gl-0098.jpg,6905.7173,9.7387,38.1568
glioma,gl-0099.jpg,9066.8007,8.5563,63.8884
glioma,gl-0100.jpg,7129.5927,9.6002,38.2449
glioma,gl-0101.jpg,6986.4215,9.6883,42.1364
glioma,gl-0102.jpg,9979.6954,8.1396,36.8504
glioma,gl-0103.jpg,6905.2965,9.739,16.6865
glioma,gl-0104.jpg,8381.7706,8.8974,36.0279
glioma,gl-0105.jpg,6817.7422,9.7944,27.6694
glioma,gl-0106.jpg,7418.4262,9.4277,30.6899
glioma,gl-0107.jpg,5281.113,10.9035,22.6219
glioma,gl-0108.jpg,7425.2365,9.4237,48.0434
glioma,gl-0109.jpg,7090.5458,9.624,22.0026
glioma,gl-0110.jpg,5482.1596,10.7413,49.0951
glioma,gl-0111.jpg,5627.53,10.6276,28.3928
glioma,gl-0112.jpg,6766.246,9.8273,36.5428
glioma,gl-0113.jpg,7634.2656,9.3031,59.5984
glioma,gl-0114.jpg,5715.7012,10.5601,39.9468
glioma,gl-0115.jpg,7954.4596,9.1247,49.3853
glioma,gl-0116.jpg,6792.3701,9.8106,23.5668
glioma,gl-0117.jpg,7104.2163,9.6156,17.7125
glioma,gl-0118.jpg,6710.8262,9.863,35.3426
glioma,gl-0119.jpg,8696.3017,8.7375,20.5104
glioma,gl-0120.jpg,6964.4762,9.7019,49.3265
glioma,gl-0121.jpg,7279.7482,9.5096,45.5432
glioma,gl-0122.jpg,6343.0212,10.1078,37.4381
glioma,gl-0123.jpg,6990.6532,9.6856,50.5937
glioma,gl-0124.jpg,8846.6085,8.663,26.1237
glioma,gl-0125.jpg,8097.8409,9.0471,11.5658
glioma,gl-0126.jpg,13671.4626,6.7727,58.8046
glioma,gl-0127.jpg,6022.9869,10.3327,24.8566
glioma,gl-0128.jpg,6711.7379,9.8625,36.2254
glioma,gl-0129.jpg,6767.6456,9.8264,49.1014
glioma,gl-0130.jpg,5933.5136,10.3977,42.3544
glioma,gl-0131.jpg,7527.8286,9.3641,44.9629
glioma,gl-0132.jpg,8560.8044,8.8057,20.3096
glioma,gl-0133.jpg,7461.1744,9.4027,33.7671
glioma,gl-0134.jpg,7576.8417,9.3359,17.4572
glioma,gl-0135.jpg,8687.8042,8.7417,46.1166
glioma,gl-0136.jpg,6713.0139,9.8616,26.8987
glioma,gl-0137.jpg,6248.6159,10.173,23.6365
glioma,gl-0138.jpg,7132.5375,9.5984,40.6549
glioma,gl-0139.jpg,5996.1778,10.3521,55.0564
glioma,gl-0140.jpg,6840.1186,9.7802,40.5165
glioma,gl-0141.jpg,6511.885,9.9937,34.9367
glioma,gl-0142.jpg,6193.094,10.2117,27.8379
glioma,gl-0143.jpg,9549.8034,8.3309,39.3208
glioma,gl-0144.jpg,7575.3267,9.3368,56.693
glioma,gl-0145.jpg,6001.0322,10.3485,23.9897
glioma,gl-0146.jpg,4017.3884,12.0914,22.9508
glioma,gl-0147.jpg,10510.7858,7.9145,39.5973
glioma,gl-0148.jpg,5790.3916,10.5037,18.4356
glioma,gl-0149.jpg,9397.7249,8.4006,33.4248
glioma,gl-0150.jpg,6199.3432,10.2073,35.2048
glioma,gl-0151.jpg,9919.6282,8.1658,64.1902
glioma,gl-0152.jpg,9054.3397,8.5622,36.3308
glioma,gl-0153.jpg,7697.4544,9.2673,29.442
glioma,gl-0154.jpg,9979.3459,8.1398,31.1069
glioma,gl-0155.jpg,7250.075,9.5274,23.7078
glioma,gl-0156.jpg,5819.6462,10.4818,29.2047
glioma,gl-0157.jpg,6190.461,10.2136,42.9309
glioma,gl-0158.jpg,6329.7375,10.1169,29.5842
glioma,gl-0159.jpg,5320.1451,10.8716,30.9695
glioma,gl-0160.jpg,9207.6828,8.4893,41.214
glioma,gl-0161.jpg,6707.3161,9.8653,41.6133
glioma,gl-0162.jpg,6166.3344,10.2305,27.0428
glioma,gl-0163.jpg,5704.3977,10.5687,38.5497
glioma,gl-0164.jpg,6289.8455,10.1444,43.5763
glioma,gl-0165.jpg,9433.0996,8.3843,23.5987
glioma,gl-0166.jpg,7060.2329,9.6426,31.6789
glioma,gl-0167.jpg,8259.7561,8.9611,50.4934
glioma,gl-0168.jpg,9886.9128,8.1802,55.9755
glioma,gl-0169.jpg,6978.5377,9.6932,40.4212
glioma,gl-0170.jpg,7005.0622,9.6767,57.3716
glioma,gl-0171.jpg,6329.0051,10.1174,21.9728
glioma,gl-0172.jpg,6204.5333,10.2037,42.6072
glioma,gl-0173.jpg,7798.875,9.2105,30.771
glioma,gl-0174.jpg,8947.3679,8.6139,44.8586
glioma,gl-0175.jpg,5718.3193,10.5581,48.3385
glioma,gl-0176.jpg,5445.1784,10.7707,30.5798
glioma,gl-0177.jpg,7497.6939,9.3815,43.2811
glioma,gl-0178.jpg,7160.4792,9.5814,23.992
glioma,gl-0179.jpg,8004.0247,9.0977,14.6566
glioma,gl-0180.jpg,5879.6307,10.4373,28.8918
glioma,gl-0181.jpg,5749.0027,10.5349,17.5198
glioma,gl-0182.jpg,9053.3725,8.5627,22.3222
glioma,gl-0183.jpg,9874.8385,8.1855,22.8362
glioma,gl-0184.jpg,7532.0765,9.3617,40.6278
glioma,gl-0185.jpg,5844.4962,10.4633,41.3973
glioma,gl-0186.jpg,7226.5436,9.5415,29.92
glioma,gl-0187.jpg,9627.0587,8.2959,60.2603
glioma,gl-0188.jpg,5988.9028,10.3573,44.7406
glioma,gl-0189.jpg,14124.775,6.631,46.0963
glioma,gl-0190.jpg,7842.1015,9.1865,48.2859
glioma,gl-0191.jpg,5926.357,10.4029,25.5513
glioma,gl-0192.jpg,6187.2607,10.2158,61.1669
glioma,gl-0193.jpg,13403.2242,6.8587,61.1397
glioma,gl-0194.jpg,5750.9339,10.5334,42.0511
glioma,gl-0195.jpg,6197.2256,10.2088,42.4185
glioma,gl-0196.jpg,6887.0732,9.7505,41.2858
glioma,gl-0197.jpg,7113.1952,9.6102,38.779
glioma,gl-0198.jpg,6557.0463,9.9637,43.3645
glioma,gl-0199.jpg,7082.1556,9.6291,55.0213
glioma,gl-0200.jpg,9562.8511,8.3249,57.4459
glioma,gl-0201.jpg,9327.9081,8.433,17.6988
glioma,gl-0202.jpg,11052.5334,7.6962,32.2934
glioma,gl-0203.jpg,6870.2679,9.7611,52.6779
glioma,gl-0204.jpg,7666.2353,9.285,25.9703
glioma,gl-0205.jpg,9160.1385,8.5118,23.9819
glioma,gl-0206.jpg,9327.3565,8.4332,19.3641
glioma,gl-0207.jpg,7783.7682,9.2189,17.0268
glioma,gl-0208.jpg,5761.2999,10.5256,47.1522
glioma,gl-0209.jpg,10108.6941,8.0839,31.6093
glioma,gl-0210.jpg,11126.0103,7.6674,17.8637
glioma,gl-0211.jpg,6389.4977,10.0761,59.4603
glioma,gl-0212.jpg,9189.7384,8.4978,59.2354
glioma,gl-0213.jpg,6628.3297,9.9168,34.1201
glioma,gl-0214.jpg,4985.9169,11.1534,46.505
glioma,gl-0215.jpg,7508.8454,9.3751,24.4658
glioma,gl-0216.jpg,8193.6197,8.996,50.3245
glioma,gl-0217.jpg,5759.5029,10.527,41.975
glioma,gl-0218.jpg,5942.3565,10.3912,41.5937
glioma,gl-0219.jpg,6871.6854,9.7602,31.5387
glioma,gl-0220.jpg,7198.6937,9.5583,35.3853
glioma,gl-0221.jpg,12886.58,7.0294,43.0702
glioma,gl-0222.jpg,6084.6172,10.2885,25.3622
glioma,gl-0223.jpg,5924.0641,10.4046,26.0767
glioma,gl-0224.jpg,5497.9025,10.7288,41.7872
glioma,gl-0225.jpg,7870.8659,9.1706,58.6512
glioma,gl-0226.jpg,8050.7487,9.0724,46.9354
glioma,gl-0227.jpg,6258.0746,10.1664,36.1947
glioma,gl-0228.jpg,8728.8379,8.7212,24.8134
glioma,gl-0229.jpg,13370.1746,6.8694,41.1512
glioma,gl-0230.jpg,5451.5848,10.7656,19.7969
glioma,gl-0231.jpg,8119.9276,9.0353,35.1541
glioma,gl-0232.jpg,6203.4698,10.2045,17.4306
glioma,gl-0233.jpg,7242.0275,9.5322,41.0614
glioma,gl-0234.jpg,7879.2045,9.166,34.7785
glioma,gl-0235.jpg,5667.9688,10.5965,48.1668
glioma,gl-0236.jpg,6096.6627,10.2799,28.6506
glioma,gl-0237.jpg,7697.3131,9.2674,47.0691
glioma,gl-0238.jpg,7460.3411,9.4032,32.996
glioma,gl-0239.jpg,6404.8147,10.0657,49.6952
glioma,gl-0240.jpg,9430.3445,8.3855,31.8803
glioma,gl-0241.jpg,6100.2033,10.2774,47.2554
glioma,gl-0242.jpg,9853.4701,8.1949,56.9303
glioma,gl-0243.jpg,8717.5546,8.7269,39.3521
glioma,gl-0244.jpg,9297.9354,8.4469,60.7763
glioma,gl-0245.jpg,7552.3771,9.35,45.9604
glioma,gl-0246.jpg,5813.0644,10.4868,29.0502
glioma,gl-0247.jpg,10208.0929,8.0414,58.0944
glioma,gl-0248.jpg,7529.9164,9.3629,43.7537
glioma,gl-0249.jpg,7978.5426,9.1116,33.3398
glioma,gl-0250.jpg,8102.6153,9.0446,41.0094
glioma,gl-0251.jpg,7900.6553,9.1542,38.5503
glioma,gl-0252.jpg,6363.1636,10.0941,44.7083
glioma,gl-0253.jpg,12382.0572,7.2029,45.0886
glioma,gl-0254.jpg,9705.8985,8.2604,38.1509
glioma,gl-0255.jpg,7401.7356,9.4375,39.0075
glioma,gl-0256.jpg,5631.4295,10.6246,35.1213
glioma,gl-0257.jpg,6562.003,9.9604,29.5289
glioma,gl-0258.jpg,6466.7938,10.0239,20.9846
glioma,gl-0259.jpg,7940.2973,9.1324,14.9307
glioma,gl-0260.jpg,8459.5104,8.8574,27.8651
glioma,gl-0261.jpg,9617.4078,8.3002,30.4602
glioma,gl-0262.jpg,9565.3122,8.3238,22.1733
glioma,gl-0263.jpg,7706.8122,9.2621,47.3194
glioma,gl-0264.jpg,8189.2477,8.9984,24.7353
glioma,gl-0265.jpg,6565.9334,9.9578,46.8576
glioma,gl-0266.jpg,7233.5405,9.5373,27.3191
glioma,gl-0267.jpg,6877.3904,9.7566,47.4389
glioma,gl-0268.jpg,6669.9948,9.8895,41.334
glioma,gl-0269.jpg,8103.2887,9.0442,59.351
glioma,gl-0270.jpg,8626.8839,8.7723,24.057
glioma,gl-0271.jpg,9951.4386,8.1519,21.8377
glioma,gl-0272.jpg,6860.0913,9.7675,40.8118
glioma,gl-0273.jpg,6276.3921,10.1537,41.4396
glioma,gl-0274.jpg,5815.5001,10.4849,33.2522
glioma,gl-0275.jpg,12593.8956,7.1292,55.6494
glioma,gl-0276.jpg,6207.2472,10.2018,55.4088
glioma,gl-0277.jpg,8071.8149,9.0611,51.4365
glioma,gl-0278.jpg,9127.8408,8.5271,33.9601
glioma,gl-0279.jpg,7610.9184,9.3164,49.9115
glioma,gl-0280.jpg,5342.0526,10.8537,41.329
glioma,gl-0281.jpg,8278.2505,8.9514,53.2232
glioma,gl-0282.jpg,7609.5052,9.3172,19.4626
glioma,gl-0283.jpg,7906.8414,9.1508,12.451
glioma,gl-0284.jpg,7133.5969,9.5977,26.9483
glioma,gl-0285.jpg,7289.42,9.5039,58.7311
glioma,gl-0286.jpg,9172.018,8.5062,18.2668
glioma,gl-0287.jpg,5334.9728,10.8595,26.4846
glioma,gl-0288.jpg,8137.4556,9.0259,24.1752
glioma,gl-0289.jpg,8705.9419,8.7326,21.8739
glioma,gl-0290.jpg,7464.9792,9.4005,54.7538
glioma,gl-0291.jpg,11816.2757,7.406,20.4754
glioma,gl-0292.jpg,7063.9765,9.6403,26.4439
glioma,gl-0293.jpg,9656.0341,8.2828,27.2055
glioma,gl-0294.jpg,6216.2778,10.1955,47.0874
glioma,gl-0295.jpg,7890.7663,9.1596,56.6851
glioma,gl-0296.jpg,7856.6767,9.1784,54.8796
glioma,gl-0297.jpg,6716.8724,9.8591,42.7711
glioma,gl-0298.jpg,11276.1952,7.6092,43.355
glioma,gl-0299.jpg,10927.8206,7.7455,61.1081
glioma,gl-0300.jpg,5917.2183,10.4096,53.9081
glioma,gl-0301.jpg,7894.514,9.1575,44.6575
glioma,gl-0302.jpg,6180.3939,10.2206,22.4721
glioma,gl-0303.jpg,7459.2602,9.4038,33.2217
glioma,gl-0304.jpg,9546.7685,8.3322,16.8229
glioma,gl-0305.jpg,8086.9526,9.053,30.5124
glioma,gl-0306.jpg,6834.1258,9.784,42.4912
glioma,gl-0307.jpg,8409.6696,8.883,53.3817
glioma,gl-0308.jpg,7210.2799,9.5513,42.3828
glioma,gl-0309.jpg,7759.4572,9.2325,55.4892
glioma,gl-0310.jpg,6062.5906,10.3042,31.169
glioma,gl-0311.jpg,10959.0864,7.7331,39.6865
glioma,gl-0312.jpg,9493.6142,8.3565,43.1371
glioma,gl-0313.jpg,9670.5478,8.2763,26.2814
glioma,gl-0314.jpg,10513.8015,7.9132,31.4234
glioma,gl-0315.jpg,8016.5452,9.0909,10.7535
glioma,gl-0316.jpg,8325.882,8.9265,29.0208
glioma,gl-0317.jpg,8456.7948,8.8587,27.1383
glioma,gl-0318.jpg,6457.738,10.03,30.5806
glioma,gl-0319.jpg,7002.1345,9.6785,34.0267
glioma,gl-0320.jpg,9018.7147,8.5794,38.7391
glioma,gl-0321.jpg,5127.8283,11.0315,28.0279
glioma,gl-0322.jpg,10030.0647,8.1178,35.6925
glioma,gl-0323.jpg,8119.1541,9.0357,46.1506
glioma,gl-0324.jpg,6238.6296,10.1799,43.3485
glioma,gl-0325.jpg,8506.3898,8.8334,29.387
glioma,gl-0326.jpg,8741.4886,8.7149,52.1218
glioma,gl-0327.jpg,7738.1904,9.2444,59.3305
glioma,gl-0328.jpg,6315.6768,10.1266,31.1177
glioma,gl-0329.jpg,8269.3598,8.9561,48.1711
glioma,gl-0330.jpg,10955.6088,7.7344,63.5805
glioma,gl-0331.jpg,6048.4841,10.3143,41.9259
glioma,gl-0332.jpg,7490.8345,9.3855,48.2808
glioma,gl-0333.jpg,7894.6785,9.1575,37.2394
glioma,gl-0334.jpg,6712.9092,9.8617,43.773
glioma,gl-0335.jpg,8122.7648,9.0338,49.8468
glioma,gl-0336.jpg,5676.9364,10.5897,42.9724
glioma,gl-0337.jpg,6376.4118,10.085,29.4108
glioma,gl-0338.jpg,8576.1506,8.7979,28.3139
glioma,gl-0339.jpg,7435.414,9.4178,34.6414
glioma,gl-0340.jpg,9628.089,8.2954,54.8561
glioma,gl-0341.jpg,8745.7423,8.7128,50.7398
glioma,gl-0342.jpg,6174.265,10.225,43.2565
glioma,gl-0343.jpg,7453.0024,9.4075,39.8846
glioma,gl-0344.jpg,7370.7658,9.4557,47.9189
glioma,gl-0345.jpg,7482.9939,9.39,20.2861
glioma,gl-0346.jpg,7058.0663,9.6439,16.5212
glioma,gl-0347.jpg,5149.8608,11.0128,26.8112
glioma,gl-0348.jpg,12519.0361,7.1551,26.7677
glioma,gl-0349.jpg,6960.9698,9.7041,48.7322
glioma,gl-0350.jpg,8699.1436,8.736,10.0518
glioma,gl-0351.jpg,8215.0668,8.9847,38.4508
glioma,gl-0352.jpg,7117.554,9.6075,47.0773
glioma,gl-0353.jpg,10366.7926,7.9744,65.3167
glioma,gl-0354.jpg,7001.4433,9.6789,38.7135
glioma,gl-0355.jpg,7801.9071,9.2088,53.5318
glioma,gl-0356.jpg,8254.8577,8.9637,38.0004
glioma,gl-0357.jpg,6495.9853,10.0044,39.8181
glioma,gl-0358.jpg,6167.4307,10.2298,24.8893
glioma,gl-0359.jpg,11127.645,7.6668,24.3859
glioma,gl-0360.jpg,9486.855,8.3596,28.8738
glioma,gl-0361.jpg,7280.0439,9.5095,36.2061
glioma,gl-0362.jpg,7067.8331,9.6379,37.6442
glioma,gl-0363.jpg,6488.1572,10.0096,47.4882
glioma,gl-0364.jpg,8621.7159,8.7749,46.8784
glioma,gl-0365.jpg,5703.4966,10.5694,26.5205
glioma,gl-0366.jpg,7852.654,9.1806,47.0013
glioma,gl-0367.jpg,8556.9927,8.8076,43.6786
glioma,gl-0368.jpg,8454.4241,8.86,47.9083
glioma,gl-0369.jpg,8244.9736,8.9689,46.4587
glioma,gl-0370.jpg,6898.5663,9.7432,33.9033
glioma,gl-0371.jpg,8054.1377,9.0706,39.8971
glioma,gl-0372.jpg,7035.6651,9.6578,39.6477
glioma,gl-0373.jpg,10851.7733,7.7758,33.1256
glioma,gl-0374.jpg,11015.1763,7.7109,28.1597
glioma,gl-0375.jpg,6479.7987,10.0152,26.5022
glioma,gl-0376.jpg,6541.6356,9.9739,36.1063
glioma,gl-0377.jpg,7395.7245,9.441,39.6708
glioma,gl-0378.jpg,7142.1599,9.5925,33.3777
glioma,gl-0379.jpg,6516.6365,9.9906,22.9511
glioma,gl-0380.jpg,6589.1385,9.9425,45.9576
glioma,gl-0381.jpg,6548.0539,9.9697,45.2863
glioma,gl-0382.jpg,8922.8532,8.6258,18.3233
glioma,gl-0383.jpg,7468.749,9.3983,36.798
glioma,gl-0384.jpg,8622.5035,8.7745,39.9451
glioma,gl-0385.jpg,6676.2967,9.8854,39.1813
glioma,gl-0386.jpg,9855.7183,8.1939,38.4191
glioma,gl-0387.jpg,8013.4511,9.0926,19.7572
glioma,gl-0388.jpg,7048.1892,9.65,46.8434
glioma,gl-0389.jpg,7389.7257,9.4445,21.9552
glioma,gl-0390.jpg,6575.3163,9.9516,39.5409
glioma,gl-0391.jpg,7087.0959,9.6261,44.9039
glioma,gl-0392.jpg,6315.4599,10.1268,36.7615
glioma,gl-0393.jpg,8290.2278,8.9451,44.8453
glioma,gl-0394.jpg,8368.5077,8.9043,39.6845
glioma,gl-0395.jpg,6311.7897,10.1293,43.0004
glioma,gl-0396.jpg,7627.4747,9.307,46.2455
glioma,gl-0397.jpg,7509.608,9.3746,50.0642
glioma,gl-0398.jpg,7021.5234,9.6665,42.8483
glioma,gl-0399.jpg,7128.9928,9.6005,42.3917
glioma,gl-0400.jpg,6596.9176,9.9374,39.458
glioma,gl-0401.jpg,8430.7692,8.8721,49.4742
glioma,gl-0402.jpg,8075.679,9.059,43.9357
glioma,gl-0403.jpg,10318.7117,7.9945,62.7497
glioma,gl-0404.jpg,7007.9009,9.6749,44.3501
glioma,gl-0405.jpg,7427.3271,9.4225,54.5712
glioma,gl-0406.jpg,4613.1676,11.4908,39.7429
glioma,gl-0407.jpg,7361.3873,9.4612,45.5916
glioma,gl-0408.jpg,7065.7782,9.6392,47.1763
glioma,gl-0409.jpg,7933.6043,9.1361,43.2076
glioma,gl-0410.jpg,5963.5112,10.3758,44.4195
glioma,gl-0411.jpg,7289.3907,9.5039,48.2181
glioma,gl-0412.jpg,7200.9436,9.5569,46.4979
glioma,gl-0413.jpg,6708.6483,9.8645,34.0631
glioma,gl-0414.jpg,6219.4568,10.1933,31.2248
glioma,gl-0415.jpg,10859.3687,7.7728,33.736
glioma,gl-0416.jpg,7193.6316,9.5613,36.2995
glioma,gl-0417.jpg,8979.3869,8.5983,43.0184
glioma,gl-0418.jpg,7113.4085,9.61,44.1324
glioma,gl-0419.jpg,8664.2504,8.7535,47.6397
glioma,gl-0420.jpg,8689.4198,8.7409,12.2364
glioma,gl-0421.jpg,7797.7761,9.2111,27.2754
glioma,gl-0422.jpg,7282.4177,9.508,16.4359
glioma,gl-0423.jpg,6900.0942,9.7423,41.4293
glioma,gl-0424.jpg,11992.9355,7.3415,34.5508
glioma,gl-0425.jpg,8650.0053,8.7606,20.7264
glioma,gl-0426.jpg,9835.4528,8.2029,14.0355
glioma,gl-0427.jpg,8087.5981,9.0526,21.7815
glioma,gl-0428.jpg,5708.7805,10.5654,27.347
glioma,gl-0429.jpg,10975.4647,7.7266,60.1675
glioma,gl-0430.jpg,6028.9509,10.3284,41.5422
glioma,gl-0431.jpg,7768.5484,9.2274,46.2438
glioma,gl-0432.jpg,7366.4505,9.4582,31.7498
glioma,gl-0433.jpg,9771.0183,8.2314,46.0832
glioma,gl-0434.jpg,7073.7542,9.6343,42.5154
glioma,gl-0435.jpg,11884.465,7.381,41.5297
glioma,gl-0436.jpg,9493.6006,8.3565,25.9361
glioma,gl-0437.jpg,10184.2793,8.0515,23.0843
glioma,gl-0438.jpg,5684.3175,10.584,25.3551
glioma,gl-0439.jpg,6046.7833,10.3156,25.6522
glioma,gl-0440.jpg,10625.8435,7.8672,43.3357
glioma,gl-0441.jpg,9280.4432,8.4551,47.7674
glioma,gl-0442.jpg,6684.8034,9.8799,41.4649
glioma,gl-0443.jpg,7083.0579,9.6286,39.9208
glioma,gl-0444.jpg,6978.6525,9.6931,41.6279
glioma,gl-0445.jpg,7201.7517,9.5564,30.263
glioma,gl-0446.jpg,5751.1082,10.5333,25.4447
glioma,gl-0447.jpg,8902.3892,8.6357,54.417
glioma,gl-0448.jpg,13052.6649,6.9738,47.1522
glioma,gl-0449.jpg,8402.0034,8.887,18.2164
glioma,gl-0450.jpg,6302.721,10.1355,30.1456
glioma,gl-0451.jpg,10094.2683,8.0901,25.8097
glioma,gl-0452.jpg,8934.8573,8.6199,34.0664
glioma,gl-0453.jpg,6726.3652,9.853,39.4689
glioma,gl-0454.jpg,9080.5148,8.5497,46.3625
glioma,gl-0455.jpg,7272.6432,9.5139,29.6887
glioma,gl-0456.jpg,6481.3454,10.0142,45.2344
glioma,gl-0457.jpg,6112.3453,10.2687,33.3312
glioma,gl-0458.jpg,7043.7064,9.6528,38.4217
glioma,gl-0459.jpg,7588.7041,9.3291,43.5567
glioma,gl-0460.jpg,9847.297,8.1976,37.051
glioma,gl-0461.jpg,7804.1236,9.2076,28.3537
glioma,gl-0462.jpg,7204.1583,9.555,30.1957
glioma,gl-0463.jpg,7853.9061,9.1799,39.768
glioma,gl-0464.jpg,9755.2269,8.2384,18.4751
glioma,gl-0465.jpg,10039.3528,8.1137,16.7659
glioma,gl-0466.jpg,8047.4934,9.0742,22.8377
glioma,gl-0467.jpg,8480.4399,8.8466,16.4039
glioma,gl-0468.jpg,8667.2748,8.752,51.5358
glioma,gl-0469.jpg,5899.6596,10.4225,46.3867
glioma,gl-0470.jpg,6830.2954,9.7864,43.2043
